Nombre,Tipo,Tiempo de ejecución (ms)
15317006971600,15317006981900,10300
15317006984200,15317006994400,10200
15317006997100,15317007006900,9800
15317007008900,15317007021100,12200
15317007023400,15317007032200,8800
15317007034500,15317007053600,19100
15317007056200,15317007064900,8700
15317007067100,15317007076200,9100
15317007078300,15317007099300,21000
15317007101800,15317007115000,13200
15317007117500,15317007126700,9200
15317007128900,15317007137000,8100
15317007139200,15317007147200,8000
15317007149600,15317007157300,7700
15317007159600,15317007175900,16300
15317007178300,15317007186800,8500
15317007188800,15317007203800,15000
15317007616100,15317007634700,18600
15317007638800,15317007647400,8600
15317007649700,15317007657700,8000
15317007659800,15317007667000,7200
15317007669000,15317007683800,14800
15317007686800,15317007701000,14200
15317007706200,15317007725400,19200
15317007728700,15317007737700,9000
15317007740100,15317007748400,8300
15317007750700,15317007759100,8400
15317007761300,15317007771400,10100
15317007773400,15317007787100,13700
15317007789800,15317007804200,14400
15317007808500,15317007821900,13400
15317007824300,15317007843600,19300
15317007845800,15317007856400,10600
15317007858500,15317007872900,14400
15317007876000,15317007893900,17900
15317007897500,15317007928400,30900
15317007934500,15317007957900,23400
15317007963600,15317007994300,30700
15317008000400,15317008027000,26600
15317008033100,15317008063000,29900
15317008067100,15317008086200,19100
15317008091100,15317008117300,26200
15317008119900,15317008129400,9500
15317008131600,15317008139500,7900
15317008141400,15317008156100,14700
15317008160300,15317008167900,7600
15317008169900,15317008176500,6600
15317008178500,15317008199800,21300
15317008202500,15317008211100,8600
15317008213300,15317008221400,8100
15317008223500,15317008235500,12000
15317008237700,15317008246100,8400
15317008248400,15317008255300,6900
15317008257300,15317008266400,9100
15317008268400,15317008276100,7700
15317008277900,15317008284500,6600
15317008286400,15317008293100,6700
15317008295200,15317008302300,7100
15317008304200,15317008310800,6600
15317008312800,15317008320100,7300
15317008322000,15317008328600,6600
15317008330700,15317008337600,6900
15317008339500,15317008346900,7400
15317008348800,15317008357700,8900
15317008359800,15317008366400,6600
15317008368400,15317008374900,6500
15317008376900,15317008383400,6500
15317008385300,15317008391900,6600
15317008393800,15317008400700,6900
15317008402600,15317008423800,21200
15317008426300,15317008433600,7300
15317008435600,15317008442700,7100
15317008444600,15317008450900,6300
15317008452800,15317008460300,7500
15317008462200,15317008469300,7100
15317008471100,15317008477300,6200
15317008479300,15317008486500,7200
15317008488400,15317008494500,6100
15317008496700,15317008503000,6300
15317008504900,15317008511600,6700
15317008513500,15317008519800,6300
15317008521800,15317008528300,6500
15317008530200,15317008537400,7200
15317008539300,15317008547000,7700
15317008549000,15317008555300,6300
15317008557300,15317008563300,6000
15317008565300,15317008571500,6200
15317008573300,15317008582100,8800
15317008585400,15317008592900,7500
15317008594900,15317008601900,7000
15317008604000,15317008611600,7600
15317008613500,15317008699400,85900
15317008706100,15317008754300,48200
15317008756900,15317008766700,9800
15317008768900,15317008783900,15000
15317008786000,15317008792600,6600
15317008794800,15317008801300,6500
15317008803000,15317008810400,7400
15317008812300,15317008818500,6200
15317008820500,15317008827300,6800
15317008829200,15317008835900,6700
15317008837800,15317008855000,17200
15317008857700,15317008864500,6800
15317008866500,15317008872400,5900
15317008874300,15317008880100,5800
15317008881900,15317008888700,6800
15317008890500,15317008900300,9800
15317008902100,15317008908400,6300
15317008910400,15317008916700,6300
15317008918900,15317008924700,5800
15317008926700,15317008932700,6000
15317008934800,15317008941100,6300
15317008943000,15317008953000,10000
15317008954800,15317008960400,5600
15317008962300,15317008968100,5800
15317008969900,15317008982000,12100
15317008983900,15317008990000,6100
15317008991900,15317008997500,5600
15317008999400,15317009005100,5700
15317009006900,15317009012300,5400
15317009014300,15317009019600,5300
15317009021600,15317009026800,5200
15317009028600,15317009048500,19900
15317009050500,15317009056300,5800
15317009058200,15317009065600,7400
15317009067600,15317009072800,5200
15317009074600,15317009079700,5100
15317009081500,15317009086900,5400
15317009088700,15317009094100,5400
15317009095900,15317009101000,5100
15317009102800,15317009108400,5600
15317009110100,15317009115100,5000
15317009116800,15317009121900,5100
15317009123900,15317009129100,5200
15317009131000,15317009136500,5500
15317009138300,15317009143500,5200
15317009145200,15317009150200,5000
15317009151800,15317009156700,4900
15317009159800,15317009164900,5100
15317009166800,15317009171900,5100
15317009174400,15317009180000,5600
15317009181700,15317009186500,4800
15317009188200,15317009194300,6100
15317009197000,15317009202100,5100
15317009203800,15317009208800,5000
15317009210500,15317009215500,5000
15317009217400,15317009223500,6100
15317009225500,15317009230800,5300
15317009232800,15317009238000,5200
15317009239900,15317009245400,5500
15317009247300,15317009252400,5100
15317009254200,15317009259100,4900
15317009260800,15317009267500,6700
15317009269200,15317009274900,5700
15317009276500,15317009282000,5500
15317009283900,15317009289200,5300
15317009290900,15317009296000,5100
15317009297900,15317009303400,5500
15317009305400,15317009310600,5200
15317009312800,15317009318400,5600
15317009320200,15317009327400,7200
15317009329200,15317009335600,6400
15317009337500,15317009344500,7000
15317009346300,15317009352500,6200
15317009354600,15317009403900,49300
15317009406900,15317009442900,36000
15317009445700,15317009511100,65400
15317009517600,15317009547800,30200
15317009551900,15317009560400,8500
15317009563000,15317009569200,6200
15317009571000,15317009576800,5800
15317009578800,15317009586600,7800
15317009588500,15317009601800,13300
15317009612400,15317009619300,6900
15317009621400,15317009627700,6300
15317009629400,15317009635600,6200
15317009638100,15317009643900,5800
15317009645700,15317009665300,19600
15317009667300,15317009673200,5900
15317009675000,15317009697700,22700
15317009702500,15317009709100,6600
15317009711000,15317009717400,6400
15317009719700,15317009725200,5500
15317009727000,15317009732400,5400
15317009735500,15317009742100,6600
15317009743800,15317009748800,5000
15317009750500,15317009757400,6900
15317009759100,15317009764800,5700
15317009766500,15317009772100,5600
15317009773900,15317009779300,5400
15317009780900,15317009786700,5800
15317009788500,15317009793500,5000
15317009795400,15317009801300,5900
15317009803000,15317009822100,19100
15317009824200,15317009829700,5500
15317009831700,15317009836900,5200
15317009838600,15317009843700,5100
15317009845400,15317009851000,5600
15317009852600,15317009859200,6600
15317009860900,15317009866300,5400
15317009868000,15317009872900,4900
15317009874600,15317009879800,5200
15317009881600,15317009886500,4900
15317009889000,15317009894000,5000
15317009896100,15317009900900,4800
15317009902600,15317009907600,5000
15317009909300,15317009914400,5100
15317009916000,15317009921000,5000
15317009922600,15317009927700,5100
15317009929300,15317009934600,5300
15317009936300,15317009941600,5300
15317009943400,15317009948900,5500
15317009950700,15317009957000,6300
15317009958800,15317009964000,5200
15317009966300,15317009971700,5400
15317009973600,15317009986000,12400
15317009988100,15317009995000,6900
15317009997000,15317010002200,5200
15317010003900,15317010008900,5000
15317010010600,15317010016100,5500
15317010017900,15317010023100,5200
15317010025100,15317010039900,14800
15317010042300,15317010047200,4900
15317010049000,15317010054400,5400
15317010056100,15317010061400,5300
15317010064800,15317010069800,5000
15317010071500,15317010076500,5000
15317010078100,15317010083000,4900
15317010084700,15317010089400,4700
15317010091300,15317010095900,4600
15317010097700,15317010109600,11900
15317010111500,15317010116200,4700
15317010118500,15317010124100,5600
15317010125900,15317010130500,4600
15317010132100,15317010136800,4700
15317010140000,15317010146900,6900
15317010149100,15317010154100,5000
15317010155900,15317010161500,5600
15317010163400,15317010189500,26100
15317010191800,15317010217500,25700
15317010219500,15317010223700,4200
15317010225500,15317010229400,3900
15317010231100,15317010235000,3900
15317010236800,15317010240400,3600
15317010242200,15317010246100,3900
15317010247900,15317010252400,4500
15317010254300,15317010277600,23300
15317010279600,15317010285400,5800
15317010287300,15317010291700,4400
15317046035800,15317046333100,297300
15317046434800,15317046496400,61600
15317046503400,15317046513500,10100
15317046518200,15317046527600,9400
15317046532100,15317046546900,14800
15317046551200,15317046558900,7700
15317046563100,15317046570600,7500
15317046574900,15317046582600,7700
15317046586800,15317046595100,8300
15317046599300,15317046608400,9100
15317046612500,15317046620500,8000
15317046624800,15317046632600,7800
15317046642800,15317046651300,8500
15317046655600,15317046665800,10200
15317046670300,15317046678100,7800
15317046682400,15317046690900,8500
15317046695300,15317046704700,9400
15317046708900,15317046716800,7900
15317046720800,15317046728700,7900
15317046732700,15317046740800,8100
15317046744900,15317046752500,7600
15317046756700,15317046764200,7500
15317046768300,15317046776100,7800
15317046780100,15317046790800,10700
15317046795300,15317046803100,7800
15317046807400,15317046815000,7600
15317046819000,15317046826600,7600
15317046830600,15317046838100,7500
15317046842000,15317046849500,7500
15317046853800,15317046864300,10500
15317046868900,15317046876500,7600
15317046880700,15317046888200,7500
15317046892400,15317046899900,7500
15317046904100,15317046912000,7900
15317046916300,15317046923800,7500
15317046928100,15317046935600,7500
15317046939700,15317046947700,8000
15317046951800,15317046959300,7500
15317046963300,15317046970900,7600
15317046975100,15317046982600,7500
15317046986700,15317046994200,7500
15317046998300,15317047006000,7700
15317047012900,15317047020700,7800
15317047024800,15317047032400,7600
15317047036500,15317047044200,7700
15317047048200,15317047056100,7900
15317047060200,15317047067800,7600
15317047071700,15317047079500,7800
15317047083700,15317047091300,7600
15317047094300,15317047099500,5200
15317047102200,15317047106200,4000
15317047108100,15317047111100,3000
15317047204700,15317047216800,12100
15317047220800,15317047223900,3100
15317047225600,15317047228400,2800
15317047230000,15317047233300,3300
15317047235100,15317047237900,2800
15317047239400,15317047242500,3100
15317047244400,15317047247400,3000
15317047249400,15317047252100,2700
15317047254000,15317047260900,6900
15317047262500,15317047267300,4800
15317047269300,15317047273200,3900
15317047274800,15317047277700,2900
15317047279100,15317047281900,2800
15317047283400,15317047286200,2800
15317047287700,15317047291100,3400
15317047292700,15317047295500,2800
15317047297300,15317047300000,2700
15317047301500,15317047304500,3000
15317047305900,15317047308500,2600
15317047309900,15317047312600,2700
15317047314200,15317047316900,2700
15317047318400,15317047321000,2600
15317047322600,15317047325200,2600
15317047326700,15317047329800,3100
15317047331300,15317047335000,3700
15317047336500,15317047339200,2700
15317047340700,15317047343800,3100
15317047345300,15317047348900,3600
15317047350400,15317047353400,3000
15317047364500,15317047367500,3000
15317047369200,15317047372100,2900
15317047373600,15317047376500,2900
15317047378400,15317047381200,2800
15317047382600,15317047385200,2600
15317047386800,15317047389500,2700
15317047391100,15317047393700,2600
15317047395200,15317047397800,2600
15317047399300,15317047402000,2700
15317047403500,15317047406600,3100
15317047408100,15317047410900,2800
15317047412300,15317047415100,2800
15317047416600,15317047424700,8100
15317047435900,15317047439200,3300
15317047440900,15317047444100,3200
15317047445500,15317047448700,3200
15317047450800,15317047454000,3200
15317047457100,15317047460700,3600
15317047462100,15317047464900,2800
15317047466200,15317047469100,2900
15317047470400,15317047473200,2800
15317047474500,15317047477300,2800
15317047478600,15317047481400,2800
15317047482800,15317047485400,2600
15317047486800,15317047489400,2600
15317047490800,15317047493600,2800
15317047495000,15317047498000,3000
15317047499400,15317047502000,2600
15317047503700,15317047506300,2600
15317047517000,15317047519800,2800
15317047521000,15317047523800,2800
15317047524900,15317047527900,3000
15317047529300,15317047532400,3100
15317047533600,15317047537500,3900
15317047538800,15317047541400,2600
15317047542700,15317047546400,3700
15317047547600,15317047550300,2700
15317047551500,15317047555200,3700
15317047556400,15317047559100,2700
15317047560300,15317047563000,2700
15317047564300,15317047567000,2700
15317047568200,15317047570700,2500
15317047571900,15317047574700,2800
15317047575900,15317047578600,2700
15317047579900,15317047582600,2700
15317047583900,15317047586500,2600
15317047588000,15317047590500,2500
15317047591700,15317047594400,2700
15317047595800,15317047598500,2700
15317047599900,15317047602600,2700
15317047603800,15317047606400,2600
15317047607700,15317047611100,3400
15317047612700,15317047615500,2800
15317047616700,15317047619400,2700
15317047621500,15317047624200,2700
15317047626500,15317047629200,2700
15317047630600,15317047633100,2500
15317047640400,15317047643300,2900
15317047644800,15317047647700,2900
